No.;Layer;Output Size;Latency [ms];Energy [mJ];Sensor Latency;Sensor Energy;Link Latency;Link Energy;Edge Latency;Edge Energy
1;Identity;(1, 3, 227, 227);5.609935102151693;3.703410938204118;0.006719102151691914;0.0;2.516478;1.5098868000000003;3.086738000000001;2.1935241382041175
2;MaxPool2d: 2-6;[1, 128, 28, 28];6.880631110158324;2.531822160811153;2.9672251101583242;0.0;1.633534;0.9801204;2.279872;1.551701760811153
3;MaxPool2d: 2-9;[1, 256, 14, 14];7.05061405804485;1.6532488095286653;4.530984058044851;0.0;0.816782;0.49006920000000004;1.702848;1.1631796095286653
4;Fire: 2-10;[1, 384, 14, 14];7.877311862327755;1.898336809528665;4.9492018623277545;0.0;1.2252619999999999;0.7351571999999998;1.702848;1.1631796095286653
5;Fire: 2-11;[1, 384, 14, 14];8.599110613492668;1.7900372547911885;5.830936613492668;0.0;1.2252619999999999;0.7351571999999998;1.542912;1.0548800547911887
6;Fire: 2-12;[1, 512, 14, 14];9.83878946251613;1.9185505396725522;6.831687462516129;0.0;1.633534;0.9801204;1.3735680000000001;0.9384301396725523
7;Fire: 2-13;[1, 512, 14, 14];10.293841678004862;1.7285749980607719;7.575251678004861;0.0;1.633534;0.9801204;1.085056;0.7484545980607719
8;AdaptiveAvgPool2d: 2-17;[1, 1000, 1, 1];9.069565615651667;0.0098676;9.053119615651667;0.0;0.016446000000000002;0.0098676;0.0;0.0
