No.;Layer;Output Size;Latency [ms];Energy [mJ];Sensor Latency;Sensor Energy;Link Latency;Link Energy;Edge Latency;Edge Energy
1;Identity;(1, 3, 227, 227);30.477432288981156;1.5098868000000003;0.0;0.0;2.516478;1.5098868000000003;27.960954288981156;0.0
2;MaxPool2d: 2-6;[1, 128, 28, 28];11.053830840021465;1.6219427773929647;0.8068660000000001;0.6418223773929647;1.633534;0.9801204;8.613430840021465;0.0
3;MaxPool2d: 2-9;[1, 256, 14, 14];9.721855056000155;1.5204137286754522;1.38389;1.0303445286754522;0.816782;0.49006920000000004;7.5211830560001545;0.0
4;Fire: 2-10;[1, 384, 14, 14];8.677557593006885;1.8738012834129285;1.543826;1.1386440834129288;1.2252619999999999;0.7351571999999998;5.908469593006885;0.0
5;Fire: 2-11;[1, 384, 14, 14];8.108790979987212;1.9902511985315652;1.7131699999999999;1.2550939985315652;1.2252619999999999;0.7351571999999998;5.170358979987213;0.0
6;Fire: 2-12;[1, 512, 14, 14];6.508241872017024;2.425189940143346;2.0016819999999997;1.4450695401433458;1.633534;0.9801204;2.873025872017024;0.0
7;Fire: 2-13;[1, 512, 14, 14];5.477434256005918;2.624964771344619;2.3027379999999997;1.6448443713446192;1.633534;0.9801204;1.5411622560059186;0.0
8;AdaptiveAvgPool2d: 2-17;[1, 1000, 1, 1];3.1079433360068274;2.2033917382041177;3.0867379999999995;2.1935241382041175;0.016446000000000002;0.0098676;0.0047593360068276525;0.0
