No.;Layer;Output Size;Latency [ms];Energy [mJ];Sensor Latency;Sensor Energy;Link Latency;Link Energy;Edge Latency;Edge Energy
1;Identity;(1, 3, 224, 224);2.466786;0.2361584279737642;0;0;2.466786;0.2361584279737642;0;0
2;MaxPool2d: 2-4;[1, 64, 56, 56];4.51285;0.9282482511757206;1.229312;0.5776949204475289;3.283538;0.3505533307281918;0;0
3;Bottleneck: 3-4;[1, 512, 28, 28];15.908370000000001;7.172658801309831;9.357824;6.184424276278339;6.550546000000001;0.9882345250314928;0;0
4;Bottleneck: 3-5;[1, 512, 28, 28];17.614354000000002;8.258230131303495;11.063808000000002;7.269995606272003;6.550546000000001;0.9882345250314928;0;0
5;Bottleneck: 3-6;[1, 512, 28, 28];19.320338000000003;9.34380146129716;12.769792000000002;8.355566936265667;6.550546000000001;0.9882345250314928;0;0
6;Bottleneck: 3-7;[1, 512, 28, 28];21.026322000000004;10.429372791290824;14.475776000000003;9.441138266259332;6.550546000000001;0.9882345250314928;0;0
7;Conv2d: 2-9;[1, 512, 28, 28];213.702162;137.7591514174041;207.151616;136.7709168923726;6.550546000000001;0.9882345250314928;0;0
8;BatchNorm2d: 2-10;[1, 512, 28, 28];213.702162;137.7591514174041;207.151616;136.7709168923726;6.550546000000001;0.9882345250314928;0;0
9;ReLU: 2-11;[1, 512, 28, 28];213.702162;137.7591514174041;207.151616;136.7709168923726;6.550546000000001;0.9882345250314928;0;0
10;Conv2d: 2-13;[1, 21, 28, 28];207.52395399999997;136.87264164204325;207.23942399999999;136.85378407008872;0.28453;0.01885757195451727;0;0
